band	artist_id	country
Marta sui tubi	1932817	Italy
Marvelous Mosell	3320772	Denmark
Marvin & Guy	3879510	Italy
Marya	292037	Italy
Marzio Dance	112933	Italy
Massimo Bubola	392118	Italy
Massimo Di Cataldo	473693	Italy
Massimo Mariani	584990	Italy
Massimo Pericolo	7082111	Italy
Massimo Priviero	1036620	Italy
Massimo Ranieri	319960	Italy
Massimo Silverio	7890233	Italy
Massimo Volume	720217	Italy
Massimo Zamboni	384102	Italy
Mastercastle	3356160	Italy
Matia Bazar	136886	Italy
Mato Grosso	42821	Italy
Matrioska	1326621	Italy
Matteo Brancaleoni	2509038	Italy
Matteo Trevisan	5515879	Italy
Mattia Battistini	1428153	Italy
Mattia Trani	2656563	Italy
Mau Mau	583133	Italy
Maurizio Abate	708944	Italy
Maurizio Arcieri	250046	Italy
Maurizio Braccagni	23406	Italy
Maurizio Carpi	3179893	Italy
Maurizio Fabrizio	274694	Italy
Maurizio Vandelli	765674	Italy
Mauro Caputo	2231980	Italy
Mauro Ermanno Giovanardi	1547793	Italy
Mauro Lusini	966569	Italy
Mauro Pagani	302019	Italy
Mauro Picotto	5775	Italy
Mauro Pilato	222658	Italy
Max Coveri	105033	Italy
Max De Bernardi	3796561	Italy
Max E-Crew	37335	Italy
Max Gazzè	1596044	Italy
Max Pezzali	630296	Italy
Max-Him	19802	Italy
Maxophone	1209001	Italy
Maze of Sothoth	3615925	Italy
Me & My	33894	Denmark
Meccano	232595	Italy
Mecna	2565437	Italy
Medina	1544699	Denmark
Meduza	7012514	Italy
Meg	359859	Italy
Meganoidi	580556	Italy
Melencolia Estatica	1036625	Italy
Mellow Mood	3124256	Italy
Melody Fall	2071530	Italy
Meme Bianchi	936712	Italy
Memo Remigi	1212701	Italy
Mental Generation	40110	Denmark
Meo	604415	Italy
Mephisto	22367	Italy
Mercanti di Liquore	2775079	Italy
Mercyful Fate	251799	Denmark
Messa	5079146	Italy
Metamorfosi	1214432	Italy
Mew	262995	Denmark
Mezzosangue	3555555	Italy
Mia Martini	556869	Italy
Michael Exodus	3279829	Italy
Michael Falch	426630	Denmark
Michael Hardinger	715957	Denmark
Michael Learns To Rock	333403	Denmark
Michele	1020545	Italy
Michele Pecora	851813	Italy
Michele Zarrillo	691788	Italy
Microspasmi	2159982	Italy
Midnight Conversation	6416308	Italy
Mietta	299780	Italy
Mikael Simpson	247991	Denmark
Mike Francis	36231	Italy
Miko Mission	19770	Italy
Milk & Coffee	492341	Italy
Milky	53778	Italy
Milly	1193603	Italy
Milva	299967	Italy
Mimmo Cavallo	1186994	Italy
Mimmo Locasciulli	1194864	Italy
Mimmo Mix	44647	Italy
Min & Mal	2013729	Italy
Mina	319972	Italy
Mind Against	2169341	Italy
Minimono	284473	Italy
Ministri	1266421	Italy
Mino Reitano	461384	Italy
Miranda Martino	319970	Italy
Mirna Doris	1373475	Italy
Miss Groovy	20271	Italy
Miss Jones	19667	Italy
Mistaman	1322387	Italy
Mita Medici	1741291	Italy
Mo-Do	33766	Italy
Moana Pozzi	1335058	Italy
Moda	697021	Italy
Modena City Ramblers	1123004	Italy
Modern Sound Quartet	1579409	Italy
Modo Antiquo	956471	Italy
Modula	3854444	Italy
Modà	1974635	Italy
Mogens Wieth	1660268	Denmark
Moka DJ	23421	Italy
Mokadelic	1094475	Italy
Molella	36544	Italy
Moltheni	1644334	Italy
Mondo Candido	164821	Italy
Mondo Marcio	726436	Italy
Mongoose	163800	Italy
Monica Sandri	1634682	Italy
Monrad & Rislund	692587	Denmark
Montefiori Cocktail	3751	Italy
Monumentum	184288	Italy
Moony	30336	Italy
Moral	510823	Denmark
Moratto	79352	Italy
Moravagine	3287503	Italy
Morbus Grave	4926876	Italy
More	95684	Italy
Morgan	161835	Italy
Moriar	763124	Italy
Morkobot	1014918	Italy
Mortuary Drape	259820	Italy
Moses	2693970	Denmark
Motel Connection	184562	Italy
Motta	2016219	Italy
Movie Star Junkies	1297074	Italy
Mr. Rain	4742806	Italy
Mr. T-Bone	1480710	Italy
Mudimbi	2230070	Italy
Mund De Carlo	1592447	Denmark
Murple	1565257	Italy
Murubutu	3044327	Italy
Museo Rosenbach	1210730	Italy
Mushroom's Patience	39353	Italy
Mushy	420686	Italy
Musica Nuda	1148541	Italy
Musicanova	2078946	Italy
My Awesome Mixtape	1660905	Italy
My Cat is an Alien	255665	Italy
My Mine	47010	Italy
Myrkur	4001024	Denmark
Myss Keta	4026520	Italy
Mystic Jungle	4416652	Italy
Mythic Sunship	3156119	Denmark
MØ	1883733	Denmark
Måneskin	6184259	Italy
Møl	4239619	Denmark
N.A.D.M.A.	599873	Italy
N.O.I.A.	19797	Italy
NDKj	488185	Italy
NH3	2808127	Italy
Nabat	594619	Italy
Nada	808776	Italy
Nagasaki Nightmare	1875952	Italy
Nancy Cuomo	2233765	Italy
Nanna	650998	Denmark
Nanni Svampa	2097630	Italy
Nanowar of Steel	2451650	Italy
Napoli Centrale	1333580	Italy
Narciso Parigi	1122676	Italy
Natalino Otto	281968	Italy
Natasja	132551	Denmark
Nayt	3778625	Italy
Necrodeath	612709	Italy
Necromessiah	1647213	Italy
Neel	1822027	Italy
Nefarium	2501788	Italy
Neffa	140798	Italy
Negazione	327504	Italy
Negramaro	943055	Italy
Negrita	349217	Italy
Neil on Impression	597711	Italy
Neja	10746	Italy
Nek	168621	Italy
Nekromantix	304789	Denmark
Nella Colombo	455011	Italy
Nelly Fioramonti	1341033	Italy
Nenia	280851	Italy
Neo	1647125	Italy
Neokarma Jooklo Trio	938976	Italy
Neon	126890	Italy
Nephew	258050	Denmark
Neri per caso	916926	Italy
Nerio's Dubwork	10702	Italy
Ness	1102057	Italy
Netzwerk	34154	Italy
New Dada	974292	Italy
New Trolls	560713	Italy
News	250400	Denmark
Nibiru	3736872	Italy
Niccolò Fabi	329588	Italy
Nicholas	1780113	Italy
Nico Fidenco	248628	Italy
Nico dei Gabbiani	1471775	Italy
Nico e Tetta	104621	Italy
Nico e i Gabbiani	1023518	Italy
Nicola Arigliano	1345469	Italy
Nicola Conte	3753	Italy
Nicola Di Bari	851817	Italy
Nicola Fasano	202428	Italy
Niels Hansen	4097775	Denmark
Niels Hausgaard	727933	Denmark
Niels-Henning Ørsted Pedersen	285231	Denmark
Night Fever	1694974	Denmark
Night Gaunt	4414156	Italy
Night Skinny	2621158	Italy
Nihil Young	1300659	Italy
Nik & Jay	387851	Denmark
Nilla Pizzi	917468	Italy
Nilo Ossani	1051257	Italy
Nina & Frederik	640070	Denmark
Nina Zilli	1766357	Italy
Nino Buonocore	371808	Italy
Nino D'Angelo	36217	Italy
Nino D'Aurelio	4517835	Italy
Nino Impallomeni	1156815	Italy
Nino Nipote	3650578	Italy
Nino Taranto	1276038	Italy
Nitro	3769651	Italy
No Hope For The Kids	1232370	Denmark
No Strange	749860	Italy
No White Rag	1701126	Italy
Nodo Gordiano	1080051	Italy
Noemi	3185332	Italy
Noha	3889690	Italy
Noir	148640	Denmark
Noisedelik	2940442	Italy
Noize Suppressor	20650	Italy
Nomadi	643509	Italy
Non Voglio Che Clara	487468	Italy
North East Ska Jazz Orchestra	5687652	Italy
Nortt	264031	Denmark
Nosound	749912	Italy
Not Moving	311073	Italy
Nova	1495064	Italy
Novalia	482632	Italy
Novanta	3679138	Italy
Novecento	33624	Italy
Novembre	265585	Italy
Noyz Narcos	2192798	Italy
Nu Guinea	4007020	Italy
Nu NRG	181461	Italy
Nuccia Bongiovanni	2452592	Italy
Nude	451908	Italy
Nuel	458073	Italy
Numa Crew	1277540	Italy
Nunzio Gallo	917503	Italy
Nuova Compagnia di Canto Popolare	493551	Italy
Nuova Idea	593634	Italy
Nuovi Briganti	1685706	Italy
Nuvolablu	1163363	Italy
Obtane	702338	Italy
Odeeno	4202904	Italy
Odoardo Spadaro	1030483	Italy
Odyssea	581447	Italy
Officine Schwartz	269676	Italy
Offlaga Disco Pax	1330230	Italy
Oh Land	1707752	Denmark
Oliver Onions	180953	Italy
Ombretta Colli	1066423	Italy
One Dimensional Man	503109	Italy
One Fine Day	441757	Italy
One Two	250441	Denmark
Open Spaces	33896	Italy
Opera IX	259897	Italy
Opiate	401	Denmark
Opus Avantra	1116199	Italy
Orchestra Casadei	1671978	Italy
Orietta Berti	920359	Italy
Ornaments	220998	Italy
Ornella Vanoni	361057	Italy
Osanna	836392	Italy
Oscar Carboni	1051236	Italy
Oscar Prudente	277024	Italy
Oscar Rocchi	1044517	Italy
Oscar Stribolt	4097821	Denmark
Ossi Duri	1333552	Italy
Osvald Helmuth	1339617	Denmark
Otierre	280244	Italy
Otto Brandenburg	539935	Denmark
Otto Lington	1912200	Denmark
Otto Lington Og Hans Lingtonians	3736781	Denmark
Otto Lington Og Hans Orkester	3786935	Denmark
Otto Ohm	521287	Italy
Outlandish	220035	Denmark
Ove Sprogøe	2088309	Denmark
Oöphoi	162295	Italy
P. Lion	36197	Italy
P4F	19788	Italy
PAY	2019964	Italy
PGR	1438862	Italy
Pale TV	817158	Italy
Palle Mikkelborg	237981	Denmark
Pamela Prati	1854177	Italy
Pan	186119	Denmark
Pancratio	9505165	Italy
Panda	1157671	Italy
Pandemonium	1080270	Italy
Pankow	21893	Italy
Panoram	2614526	Italy
Paola & Chiara	171049	Italy
Paola Turci	1014217	Italy
Paolino Paperino Band	937511	Italy
Paolo Achenza Trio	16869	Italy
Paolo Angeli	516009	Italy
Paolo Baldini	5696339	Italy
Paolo Belli	490252	Italy
Paolo Benvegnù	1016985	Italy
Paolo Birro	1861683	Italy
Paolo Bonfanti	2153789	Italy
Paolo Conte	273695	Italy
Paolo Ferrara	706960	Italy
Paolo Frescura	1106271	Italy
Paolo Fresu	332804	Italy
Paolo Fresu Quintet	1663033	Italy
Paolo Giorgi	3352894	Italy
Paolo Martini	58807	Italy
Paolo Mengoli	597823	Italy
Paolo Modugno	218103	Italy
Paolo Pietrangeli	1031914	Italy
Paolo Renosto	1633348	Italy
Paolo Rossi	1131684	Italy
Paolo Rustichelli	923498	Italy
Paolo Sardisco	3521922	Italy
Paolo Tofani	490217	Italy
Paolo Tomelleri	1146641	Italy
Paolo Vallesi	470096	Italy
Paolo Visnadi	525185	Italy
Papa Bue's Viking Jazz Band	271486	Denmark
Papa Ricky	1038379	Italy
Papir	2055186	Denmark
Paps N Skar	41801	Italy
Parbleu	8050006	Italy
Pasquale Amato	1784776	Italy
Passengers	87128	Italy
Pastaboys	34064	Italy
Pathosray	1443493	Italy
Patrick Samson	281974	Italy
Patrizia Laquidara	1561718	Italy
Patrizia Pellegrino	1458687	Italy
Patrizio Fariselli	617324	Italy
Patrizio Sandrelli	1334714	Italy
Patty Pravo	339934	Italy
Paul Cart	1329432	Italy
Paul Chain	768630	Italy
Peawees	452718	Italy
Peggio Punx	427570	Italy
Pellegrino	3360805	Italy
Pepe Maina	1554983	Italy
Peppe Barra	130112	Italy
Peppino Brio	3931312	Italy
Peppino Gagliardi	1020394	Italy
Peppino di Capri	492344	Italy
Perigeo	315550	Italy
Pernille Rosendahl	56489	Denmark
Persiana Jones	1266412	Italy
Perturbazione	660715	Italy
Peter Jacques Band	98684	Italy
Peter Punk	1987312	Italy
Peter Sellers and the Hollywood Party	1625098	Italy
Peter Sommer	273097	Denmark
Peter Sørensen	1481371	Denmark
Phlake	4424071	Denmark
Pia Tassinari	1640341	Italy
Picchio dal Pozzo	282971	Italy
Pierangelo Bertoli	1044351	Italy
Piergiorgio Farina	2036156	Italy
Piero Ciampi	749369	Italy
Piero Fidelfatti	52456	Italy
Piero Focaccia	1061012	Italy
Piero Marras	691614	Italy
Piero Mazzocchetti	473892	Italy
Piero Pelù	662395	Italy
Piero Umiliani	8722	Italy
Piero Zeta	75701	Italy
Piero e i Cottonfields	1650989	Italy
Pierrot Lunaire	685311	Italy
Pin-Occhio	73930	Italy
Ping Pong	2082038	Italy
Pinguini Tattici Nucleari	5297163	Italy
Pink Project	50568	Italy
Pino Calvi	769839	Italy
Pino D'Angiò	471789	Italy
Pino Daniele	152754	Italy
Pino Donaggio	299238	Italy
Pino Masi	1109567	Italy
Pino Mauro	2131270	Italy
Pino Presti	623714	Italy
Pino Scotto	1315272	Italy
Piotta	650627	Italy
Pippo Barzizza	1125595	Italy
Pippo Franco	380874	Italy
Piqued Jacks	5358195	Italy
Pitura Freska	890021	Italy
Placid K	20657	Italy
Planet Funk	5618	Italy
Playahitty	14676	Italy
Pooglia Tribe	1904720	Italy
Pooh	380875	Italy
Porno Riviste	1991371	Italy
Port-Royal	288072	Italy
Poul Krebs	568464	Denmark
Poul Reichhardt	1285803	Denmark
Povia	349221	Italy
Povl Dissing	316077	Denmark
Povl Dissing & Benny Andersen	1703828	Denmark
Powersolo	464765	Denmark
Praxinoscope	566349	Italy
Premiata Forneria Marconi	281856	Italy
Pretty Maids	277227	Denmark
Profezia	427751	Italy
Profusion	3318978	Italy
Progenie Terrestre Pura	2582160	Italy
Pronto	3519131	Denmark
Prozac+	371761	Italy
Psicologi	7445846	Italy
Psyched Up Janis	257293	Denmark
Psychofagist	768175	Italy
Puccio Roelens	261016	Italy
Puddu Varano	40716	Denmark
Pufuleti	7192087	Italy
Punkreas	262220	Italy
Pupo	345918	Italy
Putrid Fever	815399	Italy
Putridity	2239257	Italy
På Slaget 12	689272	Denmark
Quartetto Cetra	905358	Italy
Quartetto Radar	1419370	Italy
Quartetto Stars	4077708	Italy
Quartiere Coffee	3533750	Italy
Quella Vecchia Locanda	1214437	Italy
Quelli	1765450	Italy
Quintetto Del Delirio	1831300	Italy
Quintetto Principe	1461308	Italy
Quintorigo	2171316	Italy
R.E.Light Orchestra	230621	Italy
Raccomandata Ricevuta di Ritorno	1214433	Italy
Radar	1182744	Italy
Radical Stuff	239725	Italy
Radici nel Cemento	2115204	Italy
Radio Boys	917472	Italy
Radiodervish	235536	Italy
Radiorama	73973	Italy
Raein	1088273	Italy
Raf	246232	Italy
Raffaele Rizzi	1645638	Italy
Raffaella Carrà	302018	Italy
Raffaello Pareti	2329579	Italy
Raiders of the Lost ARP	27384	Italy
Raikinas	5496277	Italy
Rainbow Team	162102	Italy
Raintime	884739	Italy
Ralph Mirto	1757345	Italy
Ramirez	4134	Italy
Rancore	2851823	Italy
Randy	13358	Italy
RanestRane	2972392	Italy
Raoul Romito	3534288	Italy
Raphael Gualazzi	1502253	Italy
Rappresaglia	1194129	Italy
Raquel Rastenni	1215329	Denmark
Rasmus Nøhr	396235	Denmark
Rasmus Seebach	1012519	Denmark
Rasmus Walter	3372262	Denmark
Rats	270980	Italy
Raw Power	289214	Italy
Ray Daytona & Googoobombos	1781869	Italy
Ray Dee Ohh	602426	Denmark
Reale Accademia di Musica	765679	Italy
Reazione	968620	Italy
Red Canzian	208348	Italy
Red Light Skyscraper	5309627	Italy
Red Warszawa	906023	Denmark
RedSka	1610440	Italy
Reeds	86853	Italy
Remigio Ducros	309902	Italy
Remo Germani	1737472	Italy
Renata Scotto	851419	Italy
Renato Carosone	642612	Italy
Renato Figoli	264983	Italy
Renato Rascel	683182	Italy
Renato Sellani	543844	Italy
Renato Zero	445608	Italy
Renzo Arbore	175008	Italy
Renzo Rubino	3307866	Italy
Renzo Zenobi	1290056	Italy
Renè	3905012	Italy
Requiem	1436748	Italy
Resistenza	1956611	Italy
Rev Rev Rev	3355838	Italy
Rhapsody of Fire	624972	Italy
Rhythm of Paradise	5056993	Italy
Riccardo	3818594	Italy
Riccardo Cioni	164994	Italy
Riccardo Cocciante	399868	Italy
Riccardo Del Turco	826240	Italy
Riccardo Fogli	311510	Italy
Riccardo Maffoni	2570413	Italy
Riccardo Marasco	2953999	Italy
Riccardo Rocchi	18145	Italy
Riccardo Sinigaglia	149647	Italy
Riccardo Sinigallia	379964	Italy
Riccardo Stracciani	1166555	Italy
Riccardo Tesi	1668493	Italy
Riccardo Tesi & Banditaliana	2874979	Italy
Riccardo Zappa	1611980	Italy
Ricchi e Poveri	310136	Italy
Ricky Gianco	701162	Italy
Ricky Le Roy	6198	Italy
Ridillo	239840	Italy
Righeira	66837	Italy
Rimozionekoatta	2642385	Italy
Rino Cerrone	1790	Italy
Rino De Filippi	268952	Italy
Rino Gaetano	250149	Italy
Rino Gionchetta	2537154	Italy
Rino Salviati	917474	Italy
Rio Padice	1069519	Italy
Rise Above Dead	1984759	Italy
Risen from the Rank	7659	Italy
Riserva Moac	1766746	Italy
Rita Bertolini	1895387	Italy
Rita Marcotulli	1283662	Italy
Rita Pavone	380929	Italy
Ritmo Tribale	361406	Italy
Riva Starr	798677	Italy
Rkomi	5641710	Italy
Robert Miles	7292	Italy
Robert Storm Petersen	3874781	Denmark
Robertino	821003	Italy
Roberto Aglieri	2987470	Italy
Roberto Angelini	729842	Italy
Roberto Benigni	523697	Italy
Roberto Cacciapaglia	214572	Italy
Roberto Capuano	948339	Italy
Roberto Ciotti	679595	Italy
Roberto Colombo	217255	Italy
Roberto De Simone	906798	Italy
Roberto Gatto	341452	Italy
Roberto Giuliani	667463	Italy
Roberto Lodola	176514	Italy
Roberto Masi	170417	Italy
Roberto Murolo	917490	Italy
Roberto Musci	180280	Italy
Roberto Pregadio	285619	Italy
Roberto Soffici	920358	Italy
Roberto Vecchioni	350834	Italy
Roby Facchinetti	678293	Italy
Roby Rossini	225926	Italy
Rocazino	577753	Denmark
Rocco Hunt	3123859	Italy
Rockers By Choice	489715	Denmark
Rodolfo De Angelis	1230048	Italy
Roland Brant	42852	Italy
Rollo & King	669861	Denmark
Roma Amor	1115365	Italy
Romana Righetti	1870671	Italy
Romano Mussolini	9764	Italy
Romeo Livieri	1885480	Italy
Romina Power	260293	Italy
Romolo Grano	841458	Italy
Ron	1258970	Italy
Rondò Veneziano	58770	Italy
Ronin	681186	Italy
Room with a View	412840	Italy
Rosa Balistreri	1031926	Italy
Rosa Chemical	7812009	Italy
Rosanna Fratello	1118695	Italy
Rosario Bonaccorso	901455	Italy
Rose	98608	Italy
Rosolina Mar	1328515	Italy
Rossana Beccari	2816827	Italy
Rossana Casale	228254	Italy
Rossano	626035	Italy
Rosy	1024262	Italy
Rot Away	9829798	Denmark
Royal Hunt	373253	Denmark
Rudy Rickson	1283853	Italy
Rudy Rotta	1708649	Italy
Rufus Party	2599469	Italy
Ruggero Cori	607729	Italy
Rugsted Kreutzfeldt	762785	Denmark
Runaway Totem	1433022	Italy
Ryan Paris	49963	Italy
Røde Mor	758950	Denmark
S-Tone Inc.	3941	Italy
S.A.M.	3088584	Denmark
SENNA	5632671	Italy
Sabino Rotunno	6077618	Italy
Sabrina Salerno	19762	Italy
Sacri Cuori	1954760	Italy
Sadist	263811	Italy
Safri Duo	4015	Denmark
Saint Just	1544055	Italy
Sal Da Vinci	2726494	Italy
Salis	3465628	Italy
Salmo	2537786	Italy
Salvatore Baccaloni	1545414	Italy
Salvatore Idà	1475814	Italy
Sammy Barbot	206096	Italy
Samuele Bersani	364768	Italy
Sandro Brugnolini	330168	Italy
Sandro Giacobbe	380864	Italy
Sandro Mussida	4045846	Italy
Sangue Misto	1239155	Italy
Sanne Salomonsen	232045	Denmark
Santandrea	2152944	Italy
Santarosa	588229	Italy
Santino Rocchetti	1756597	Italy
Santo California	172760	Italy
Santo Niente	965695	Italy
Saro Liotta	2402050	Italy
Satanismo Calibro 9	1251565	Italy
Saturnino	123845	Italy
Saturnus	468181	Denmark
Savage	15529	Italy
Savana Funk	7003733	Italy
Saybia	257976	Denmark
Scala Teatrets Orkester	3736779	Denmark
Scarlet Pleasure	3706714	Denmark
Schizo	268618	Italy
Schola Cantorum	1472968	Italy
Sciacalli	2280053	Italy
Scialpi	490245	Italy
Scisma	361409	Italy
Scotch	19774	Italy
Sebastian	250428	Denmark
Secret Oyster	707382	Denmark
Secret Sphere	517019	Italy
Seismal D	1186952	Italy
Selection	111512	Italy
Selvans	4280519	Italy
Semiramis	1228989	Italy
Sensations' Fix	1091356	Italy
Senzabenza	1748700	Italy
Septycal Gorge	870316	Italy
Sergio Bruni	929969	Italy
Sergio Cammariere	1350545	Italy
Sergio Caputo	1160014	Italy
Sergio Centi	919183	Italy
Sergio Endrigo	319968	Italy
Sergio Leonardi	1108656	Italy
Sergio Lulli	920055	Italy
Sergio Mauri	2161443	Italy
Sergio Montori	309897	Italy
Severance	3217441	Italy
Sfera Ebbasta	4655440	Italy
Shablo	1216736	Italy
Shandon	729414	Italy
Shield	51360	Italy
Shit & Chanel	1069076	Denmark
Shiva	6945851	Italy
Shizune	3093496	Italy
Shu-bi-dua	250431	Denmark
Sick Luke	4788112	Italy
Sick Rose	638214	Italy
Sickhead	3870160	Italy
Silvana Fioresi	1051395	Italy
Silvano Lalli	1662893	Italy
Silvio Pozzoli	253528	Italy
Simona Molinari	2462817	Italy
Simone Burrini	598017	Italy
Simone Cristicchi	1021364	Italy
Simone Tavazzi	1043576	Italy
Simone Vitullo	184379	Italy
Sinezamia	1045341	Italy
Sinoath	1693203	Italy
Sinus	33376	Italy
Sir Henry and his Butlers	605570	Denmark
Sista Maria	3283328	Italy
Sivas	1622094	Denmark
Six Minute War Madness	503111	Italy
Ska-J	2021205	Italy
Skagarack	568481	Denmark
Skanners	2098991	Italy
Skarabazoo	5235955	Italy
Skeletoon	6255728	Italy
Skiantos	314177	Italy
Skousen & Ingemann	532042	Denmark
Skylark	931486	Italy
Sleep Party People	1533658	Denmark
Sleiman	5134104	Denmark
Slåbrock Band	1292568	Denmark
Sneakers	2659274	Denmark
Sods	289759	Denmark
Solidea	1754972	Italy
Solis String Quartet	900005	Italy
Somma	145576	Italy
Sonic Jesus	3087778	Italy
Sonic Wolves	4419380	Italy
Sonohra	1768777	Italy
Sophie	36240	Italy
Sorella Maldestra	599436	Italy
Sorelle Marinetti	3354268	Italy
Sorry, Heels	4219644	Italy
Sort Sol	275907	Denmark
Sottopressione	371948	Italy
Sottotono	473692	Italy
Soul Secret	1355658	Italy
Soulmagic	96207	Denmark
Soulstance	5742	Italy
Sound Storm	3092496	Italy
Soviet Soviet	1769031	Italy
Space 1	148766	Italy
Space Master	43818	Italy
Space Paranoids	4501304	Italy
Sparkle in Grey	225834	Italy
Spellband	29051	Italy
Spids Nøgenhat	1525304	Denmark
Spiller	9066	Italy
Spiritual Bats	1251174	Italy
Spiritual Front	73018	Italy
Spite Extreme Wing	192005	Italy
Spleen United	361945	Denmark
Squadra Omega	1319600	Italy
Squallor	368478	Italy
Sshe Retina Stimulants	73083	Italy
Stadio	490242	Italy
Stage	173020	Italy
Stamina	4462604	Italy
Starfuckers	224817	Italy
Starfuckers2	707598	Denmark
State of the Art	342257	Italy
Statsradiofoniens Symfoniorkester	5558620	Denmark
Statuto	1806890	Italy
Stazione Suicida	313937	Italy
Stearica	1192098	Italy
Stefania Rotolo	593645	Italy
Stefano Bellotti	716379	Italy
Stefano Bollani	243671	Italy
Stefano Di Battista	73857	Italy
Stefano Di Carlo	40853	Italy
Stefano Noferini	4240	Italy
Stefano Pilia	413611	Italy
Stefano Rosso	1563967	Italy
Stefano Sani	383181	Italy
Stefano Scodanibbio	214407	Italy
Stefano Secchi	80366	Italy
Stefano Torossi	9762	Italy
Stella Diana	3355836	Italy
Stelvio Cipriani	125377	Italy
Steppeulvene	762948	Denmark
Steve Rogers Band	371805	Italy
Stinky Rats	1309434	Italy
Stormlord	251702	Italy
Stormo	1935508	Italy
Stormy Six	282973	Italy
Stradaperta	2010153	Italy
Strana Officina	1713369	Italy
Strike	1382056	Italy
Stylóo	459446	Italy
Suarez	4130664	Italy
Subsonica	237324	Italy
Subterraneans	1013964	Italy
Sud Sound System	455362	Italy
Sueño Latino	649	Italy
Sunday	446512	Italy
Super B	918943	Italy
Super Elastic Bubble Plastic	2023385	Italy
Superdownhome	6823412	Italy
Supermarco May	102515	Italy
Susi Hyldgaard	326376	Denmark
Suspekt	489713	Denmark
Svend Asmussen	95459	Denmark
Svend Asmussen Sextet	2046112	Denmark
Svend Asmussens Kvintet	4310416	Denmark
Svend Asmussens Orkester	2232743	Denmark
Svend Asmussens Skandia Trio	3738699	Denmark
Swan Lee	89814	Denmark
Sylvano Bussotti	177344	Italy
Sylvester Og Svalerne	762839	Denmark
Symbiosi	563806	Italy
Synthesis	74337	Italy
Syria	890020	Italy
Syrian	159689	Italy
Sys Bjerre	760455	Denmark
Sys Gregers	1926904	Denmark
System 3	1734	Italy
Systematic	21101	Italy
Søren Huss	771237	Denmark
Søren Kragh-Jacobsen	707368	Denmark
Søs Fenger	539938	Denmark
TNT	99571	Denmark
Takagi & Ketra	5045061	Italy
Tale of Us	1873739	Italy
Taleesa	46003	Italy
Tampax	311319	Italy
Tasaday	138231	Italy
Tati Casoni	1338658	Italy
Tau Ceti	35992	Italy
Taurino Parvis	2818826	Italy
Taxi	1498397	Italy
Tazenda	1546033	Italy
Technoboy	51564	Italy
Tecla Insolia	7650126	Italy
Teddy Petersen Og Hans Orkester	3736769	Denmark
Teddy Reno	926969	Italy
Tedua	5349962	Italy
Teho Teardo	369655	Italy
Tempelhof	1664736	Italy
Temperance	4380179	Italy
Tempi Duri	1141470	Italy
Tempo Zero	1263150	Italy
Tenebrae in Perpetuum	427745	Italy
Tenebro	7057432	Italy
Tenna Frederiksen	4097774	Denmark
Tenores di Bitti Mialinu Pira	11446013	Italy
Tenores di Bitti Remunnu 'E Locu	634178	Italy
Teresa De Matienzo	1780093	Italy
Teresa De Sio	664145	Italy
Teresa Rampazzi	221990	Italy
Thallulah	3397851	Italy
Thasup	6929373	Italy
That's All Folks!	1150189	Italy
The Analogue Cops	1634149	Italy
The Armed Gang	99787	Italy
The Birdmen of Alkatraz	1716326	Italy
The Blaster	20464	Italy
The Bloody Beetroots	1100480	Italy
The Blues Against Youth	2011965	Italy
The Bone Machine	2157792	Italy
The Boulevard Connection	27520	Denmark
The Braen's Machine	3657661	Italy
The Carnival of Fools	552065	Italy
The Clover	1139301	Italy
The Creatures	145611	Italy
The Crooks	1044473	Italy
The Danish Sharks	1928202	Denmark
The Death of Anna Karina	1614466	Italy
The Destroyer	24394	Italy
The Devils	5127334	Italy
The Dining Rooms	8142	Italy
The Doubling Riders	814359	Italy
The Duke of Burlington	194714	Italy
The End of Six Thousand Years	2002626	Italy
The Fire	628992	Italy
The Foreshadowing	1012486	Italy
The Frozen Autumn	94685	Italy
The Gods Planet	1738189	Italy
The Good Fellas	2011936	Italy
The High Five Quintet	690852	Italy
The Intellectuals	1620409	Italy
The Invisible Session	429654	Italy
The KGB's	85741	Italy
The Kolors	4416505	Italy
The Kordt Sisters	2425462	Denmark
The Land of the Snow	3187190	Italy
The Lay Llamas	2988479	Italy
The Manges	452714	Italy
The Minds Of 99	3489161	Denmark
The Mojomatics	1793544	Italy
The Nerds	1785003	Italy
The Niro	1607816	Italy
The Okey-Dokies	2986738	Denmark
The Old Man & The Sea	1589669	Denmark
The Others	930654	Italy
The Psyke Project	692229	Denmark
The Rapino Brothers	903	Italy
The Raveonettes	200321	Denmark
The Rogers	828135	Italy
The Sandmen	535750	Denmark
The Savage Rose	401513	Denmark
The Seebach Band	431736	Denmark
The Sickest Squad	249669	Italy
The Smuggler Brothers	4721229	Italy
The Soundlovers	42264	Italy
The Sphere	809705	Italy
The Stunned Guys	15310	Italy
The Sun	1561163	Italy
The Uninvited	1439498	Italy
The Watch	1437752	Italy
The Winstons	4814660	Italy
The Wishmaster	25959	Italy
Thee Maldoror Kollective	413276	Italy
Thee S.T.P.	1357527	Italy
Thegiornalisti	2458391	Italy
This Side Up	715904	Italy
Thomas Blachman	435659	Denmark
Thomas Buttenschøn	760457	Denmark
Thomas Helmig	203916	Denmark
Thomas Helmig Brothers	1270023	Denmark
Thors Hammer	930327	Denmark
Three Second Kiss	503108	Italy
Three Steps to the Ocean	1162040	Italy
Throuroof	771239	Italy
Thunderstorm	320711	Italy
