nij,score,exists,genre_sim,label_sim,year_sim
1,0.011147926428074868,1,0.0025722339298859254,0,0.0
2,0.08972950813608982,1,0.0,0,1.3862943611198906
4,0.03413309650282752,1,0.12072141465475927,1,1.791759469228055
1,-0.03164307197415172,1,0.058768146974493174,0,1.6094379124341003
5,0.10845032902497824,1,0.004632478664563178,0,0.6931471805599453
1,0.008692415507644642,1,0.00153601432977013,0,0.6931471805599453
2,0.01132900996750867,1,0.058087292440622385,1,1.6094379124341003
2,0.05314543454024286,1,0.005731509080620922,0,0.0
1,0.21339475168781039,1,0.004054981880355801,0,0.0
1,0.14744141851500905,1,0.00011635805389975662,0,0.0
1,-0.0230512093274341,1,0.0004290549232904839,0,0.6931471805599453
3,0.017014746667254253,1,0.020759324398740397,0,1.0986122886681098
5,0.04513593167834879,1,0.0053965084655327455,0,1.3862943611198906
2,0.018310395893683957,1,0.0008431080346879005,0,1.0986122886681098
1,-0.0272603280437886,1,0.0007120141979918282,0,1.3862943611198906
1,-0.003977543646014599,1,0.0053168972030481765,0,0.0
1,0.016534191941134837,1,0.0007799305804823131,0,1.0986122886681098
1,-0.034437202627008515,1,0.13480627184265304,1,1.0986122886681098
3,0.06895560021529322,1,0.00023075619343182474,0,0.6931471805599453
2,0.0256965664544677,1,0.0021655162794895766,0,1.3862943611198906
1,0.01757041043411359,1,0.043927488504130086,0,0.6931471805599453
1,0.1506010620029052,1,0.006220757677082411,0,1.0986122886681098
2,0.0629192016197987,1,0.0008358681641577048,0,1.0986122886681098
5,0.05145135719014918,1,0.0021967206227300196,0,1.6094379124341003
3,0.06734734632329692,1,0.00840282328169406,0,1.0986122886681098
2,0.05377772710445968,1,0.00027886284896794233,0,0.6931471805599453
1,-0.005643549451271379,1,0.00176176918021953,0,0.0
2,0.06492412217354745,1,0.0005160084830784228,0,0.6931471805599453
1,-0.01383622568012692,1,0.01205073374881438,0,0.0
2,0.13519576633802693,1,0.0003446204281178922,0,0.0
2,0.10355039067760144,1,0.00018466595619026638,0,0.6931471805599453
1,0.2929390349216076,1,0.015652318721580682,0,0.6931471805599453
1,0.007849923690572625,1,0.03824372454129166,0,0.0
1,0.03195726181127967,1,0.07136705765535001,0,0.0
1,0.015521763197769965,1,4.4450343605118015e-05,0,1.3862943611198906
1,0.05593582954147313,1,0.0,0,0.0
7,0.2138543504654976,1,0.002149632223364395,0,1.791759469228055
1,0.019498442432426898,1,0.21788103776862777,0,0.0
1,0.07079130687118115,1,0.09326297776174819,0,0.6931471805599453
1,0.04812876822717399,1,0.0002926021308582438,0,0.0
1,0.08718771933113385,1,0.1435272344657308,0,0.6931471805599453
1,0.11778528236899964,1,0.0037187872641235575,0,0.0
1,0.09010024480511149,1,0.8431197466315671,0,0.0
1,0.17885805224840104,1,0.0012887097308782458,0,0.0
1,0.40585628822437014,1,0.09156309711542787,0,1.0986122886681098
1,0.3442036892255444,1,5.491415112635067e-07,0,0.6931471805599453
1,0.5701546683971508,1,1.3807205746507734e-06,0,0.0
1,-0.012024051889429725,1,0.09336964350334531,1,0.6931471805599453
1,0.10027739233385509,1,0.024811718453302434,0,0.0
7,0.06796522489249882,1,0.18768443317592076,0,0.6931471805599453
3,0.08182396294492214,1,0.03695155975311892,1,0.6931471805599453
2,0.11040692455779623,1,0.022508630847896005,0,1.0986122886681098
3,0.04008002692425031,1,0.29883990006123673,1,0.0
2,0.10187297716102345,1,0.017660651525712612,0,1.6094379124341003
4,0.003780486936890019,1,0.13356705903282773,1,0.0
1,0.15850650706251884,1,0.06519568839829137,0,0.6931471805599453
1,0.014710292300186025,1,0.05788422506090407,0,0.6931471805599453
18,0.028538815044947898,1,0.07204004404627118,1,1.6094379124341003
7,0.03990543581728667,1,0.20803618457648776,0,0.6931471805599453
3,0.0720335509103985,1,0.05105003967974753,0,0.0
7,0.030517422458444885,1,0.6037394057890062,1,1.3862943611198906
1,0.03768636336440738,1,0.0451588037745253,1,0.0
3,0.014230041899780702,1,0.00029055826705548515,0,1.3862943611198906
1,0.09718667335502991,1,0.09446325065803907,0,1.3862943611198906
1,0.10687630041770974,1,0.07279194410570067,0,0.0
1,-0.0036197971386967343,1,0.22570183993421478,1,0.6931471805599453
1,-0.027297648798781247,1,0.08649168634476478,1,0.6931471805599453
1,0.030083297266979645,1,0.057989203503959974,0,0.6931471805599453
9,0.07538424751344643,1,0.09116560536936791,1,1.6094379124341003
9,0.029415450450914482,1,0.30587211286894234,0,1.6094379124341003
1,-0.008678543696467584,1,0.3197186682415095,1,0.6931471805599453
13,0.04160816337278714,1,0.03249903983876112,0,1.6094379124341003
1,-0.005819160952565681,1,0.01412118581825983,0,1.0986122886681098
4,0.0007174874392573512,1,0.06821565274032759,0,1.3862943611198906
4,0.06097793722620611,1,0.0009608884094873815,0,0.0
16,0.01350487757978475,1,0.02099176895434618,0,1.791759469228055
1,0.0017550084316771569,1,0.12685958717118961,0,1.0986122886681098
9,0.01108527923500925,1,6.553652539431631e-06,0,2.1972245773362196
1,0.025283470526594947,1,0.16243297638139076,0,1.3862943611198906
8,0.011821624505726944,1,0.06386966254267723,0,1.3862943611198906
11,-0.005819160952565681,1,0.008228642080096216,0,2.1972245773362196
13,0.04074325722264824,1,0.05414521690582863,0,1.791759469228055
2,-0.011490130502837472,1,0.0037906343271441045,0,1.3862943611198906
19,0.020660168929981158,1,0.035887201851724226,1,1.791759469228055
6,0.029415450450914482,1,0.03963788259316736,0,0.6931471805599453
2,0.10027739233385509,1,0.00015385024651015655,1,1.3862943611198906
9,0.0011750659292966324,1,0.08062546459770836,0,1.9459101490553132
1,-0.023331106907403885,1,0.0016301201152691958,1,0.0
1,-0.013740785245363044,1,0.013789135891428161,0,0.6931471805599453
1,0.04796869853015002,1,0.23998981299574984,0,0.6931471805599453
1,-0.03501717560101201,1,0.003837215434153607,0,1.9459101490553132
1,-0.02887490651581873,1,0.010192115777383659,0,0.0
4,0.03320422152062226,1,0.003299197795003761,0,1.3862943611198906
1,-0.04937654249292715,1,0.0,0,2.1972245773362196
1,0.009919130825728789,1,0.012626905372421837,0,0.6931471805599453
1,0.042585650081387205,1,0.0068812958863812,0,0.0
3,0.04749973947027949,1,0.05378179023557339,1,0.6931471805599453
2,-0.0047368389859958095,1,0.014520720426733469,0,1.3862943611198906
6,0.01593467760298037,1,0.0021676252699588394,0,1.0986122886681098
2,0.005336561995649868,1,0.005063126197640377,0,1.0986122886681098
4,-0.015445681116569632,1,0.0053331349713995335,0,1.0986122886681098
3,0.08182396294492214,1,0.0,0,1.0986122886681098
1,-0.024496430021370065,1,0.15618287740687686,0,0.6931471805599453
2,-0.03634568923556829,1,0.007494761313455944,1,1.0986122886681098
14,0.058935745625706325,1,0.2146242505152578,1,1.791759469228055
1,0.03428880195163508,1,0.12449276037927404,0,1.6094379124341003
1,0.04008002692425031,1,0.1949049842724827,0,0.6931471805599453
1,-0.05525192134469563,1,0.10739191654383529,0,1.3862943611198906
1,-0.04095709703130394,1,0.025423756074918202,0,1.0986122886681098
9,0.0690696859592334,1,0.0012326664472127602,0,0.0
1,-0.013404953407649564,1,0.0,0,0.0
8,0.03084551717173162,1,0.01606153236370489,0,1.0986122886681098
1,0.013285317633706295,1,0.0003867769627223794,1,1.791759469228055
11,0.01728725498783934,1,0.16935521287691002,1,1.3862943611198906
4,0.016183724928249914,1,0.32886120760426496,0,1.3862943611198906
4,0.041006066568159756,1,0.010005762569422427,0,1.0986122886681098
6,0.010243811279475129,1,0.006655480216318677,0,0.6931471805599453
12,0.020233715147820616,1,0.020014220544033456,0,2.0794415416798357
5,-0.006661128083732083,1,0.003325944317117302,0,1.6094379124341003
8,0.004977419202060329,1,0.1264277970560439,1,2.1972245773362196
6,0.054971936387948124,1,0.03208905454149058,0,1.791759469228055
4,-0.0035061167404884137,1,0.10229142518753631,0,0.6931471805599453
2,0.062313962949342515,1,0.013512477321876881,0,0.0
7,0.05237250485425009,1,0.07314076431422956,0,0.6931471805599453
4,0.06097793722620611,1,0.00048592401730807033,0,0.0
3,-0.004368433812464003,1,0.39571324812953645,1,1.0986122886681098
5,-0.010208378481436596,1,0.1513215398395924,0,1.3862943611198906
3,-0.0052461407393989586,1,0.1924379812427376,0,0.0
1,0.0886378023529855,1,0.06252787516438374,0,1.0986122886681098
5,-0.008834780508663051,1,0.01165626410958287,1,0.6931471805599453
2,0.00959698400070674,1,0.004243585641176217,0,0.0
5,-0.024587425733661544,1,0.1449165712300049,1,1.0986122886681098
10,0.004763504042013858,1,0.16365116785466882,0,0.6931471805599453
10,0.038989512420517305,1,0.0072163462113519206,1,1.6094379124341003
1,-0.03870233767768161,1,0.0010257167639429188,0,1.3862943611198906
9,0.01910862855629305,1,0.00846231091523686,0,1.6094379124341003
4,0.004763504042013858,1,0.005846677333019135,0,1.6094379124341003
6,0.025283470526594933,1,0.17698314269247128,0,1.3862943611198906
8,0.03401549308420514,1,0.050483621694006886,0,0.6931471805599453
1,-0.03746403025977719,1,9.576212047845978e-05,0,1.0986122886681098
4,-0.00748272082859188,1,0.050521519223569844,0,0.6931471805599453
7,0.02476410270849447,1,0.16009071819523768,0,1.0986122886681098
2,-0.016908812340924412,1,0.0011548385972538489,0,0.0
15,0.040985313801542744,1,0.0211209011326563,0,1.6094379124341003
11,0.0450898344001781,1,0.040091391216737104,0,0.6931471805599453
4,-0.0007864598665182212,1,0.02649849539053384,0,0.6931471805599453
3,-0.023410438744842346,1,0.02317218588218828,1,1.0986122886681098
3,0.0050489850108770785,1,0.055541546164714184,0,0.0
6,0.015440790245956786,1,0.2508214441905666,0,1.3862943611198906
5,0.03385220489359967,1,0.016989746293937236,0,0.6931471805599453
2,0.0720335509103985,1,0.012453692702914188,0,0.0
1,0.03539679636121838,1,0.026076123809994578,1,1.791759469228055
8,-0.0029899929613185256,1,0.047016013434981074,1,1.9459101490553132
3,0.01213307230423275,1,0.0007600069091023842,0,1.6094379124341003
3,-0.02944039246761082,1,0.019213571376249017,0,1.3862943611198906
4,-0.0018752563160456454,1,0.10085976151163945,1,1.6094379124341003
2,-0.02403656338370349,1,0.005122286753384664,0,0.0
2,-0.03272977590987148,1,0.000437180287043204,0,1.0986122886681098
14,0.06548060800753583,1,0.008273313956744022,0,1.0986122886681098
1,-0.027901328121913944,1,0.0008099175865455832,0,0.6931471805599453
4,0.020507924172487414,1,0.007395378747766745,0,0.6931471805599453
2,-0.028000490298320684,1,0.015336430469043538,0,1.3862943611198906
3,0.04008002692425031,1,0.00023304854220684845,1,1.0986122886681098
1,-0.008678543696467584,1,0.006558633504165634,0,1.0986122886681098
1,-0.029992498857602252,1,0.0010653121930778164,0,0.0
4,-0.009832592104174998,1,0.02429251009509026,1,1.0986122886681098
1,-0.010947076903685612,1,0.002290878888455805,0,0.0
1,-0.012722145499496794,1,0.0011059773682620122,0,1.0986122886681098
1,-0.04238179455684924,1,0.009506003157686904,0,1.3862943611198906
1,0.058814156551853736,1,0.01602117688687621,0,0.6931471805599453
1,-0.004516262739337229,1,0.28473036966585086,0,1.0986122886681098
6,0.0333833927233143,1,0.02193664488062841,0,0.0
1,0.009277339917781964,1,7.837935410170971e-05,0,1.3862943611198906
2,-0.023211657666910083,1,0.4096632842155028,0,1.3862943611198906
1,-0.033674503026472555,1,0.0006289838344096799,0,0.0
1,-0.035446139882293386,1,0.09533200674827524,0,0.6931471805599453
2,-0.017650554196192277,1,0.012666091880615848,0,0.0
1,0.028106297825962336,1,0.017159706860994994,0,0.0
2,0.02349004445049852,1,0.058138779942124574,0,0.6931471805599453
1,0.0062121124616778605,1,0.0001896273890228395,0,0.0
1,0.0388697106102693,1,0.30020263629444344,0,0.0
1,-0.041479365881508544,1,0.4205493550658872,0,1.3862943611198906
1,-0.014401612075637183,1,0.4257574839304439,0,1.3862943611198906
1,0.055505892778750295,1,0.4203148618427759,0,0.0
1,-0.019493960282911615,1,0.00011771915003089273,0,0.0
1,0.06602435142337411,1,0.06867010661593898,0,0.0
1,-0.02709304200561402,1,0.002771177638306477,0,0.6931471805599453
1,0.008023191230160147,1,0.3213248834575744,0,0.6931471805599453
2,0.0388697106102693,1,0.11601825179820069,0,0.6931471805599453
5,0.044146356946155874,1,0.012248522557970043,0,0.6931471805599453
1,-0.035304144822347124,1,0.016291126524496713,0,1.0986122886681098
1,-0.023568385035351216,1,0.009487472636743433,0,0.6931471805599453
1,-0.002231033486720933,1,0.022793134812788773,0,1.0986122886681098
1,0.041318319610793804,1,0.024678308306141372,0,0.6931471805599453
1,0.031746899597358456,1,0.034403590705415876,0,0.0
2,0.18032512045017435,1,0.8438592690256322,0,0.6931471805599453
3,0.22155515803444226,1,0.6105395179438102,0,0.6931471805599453
2,0.12879557482657217,1,0.46515306945727497,0,0.0
1,0.00832121834036378,1,0.10264228686547472,0,0.0
1,-0.04101679313091992,1,0.005722074680791889,0,0.6931471805599453
1,0.0005154264848231601,1,0.06948282543415385,0,0.0
1,0.05350794157474458,1,0.011331607847333114,0,0.0
2,0.026706359497172732,1,0.14186947359179114,0,0.0
1,0.09402902573227605,1,0.047532041349178655,0,0.0
2,0.014101696968885418,1,0.009920599313176348,0,0.6931471805599453
2,0.1637055975391005,1,0.0026033651055401563,0,1.0986122886681098
2,0.05173635981381634,1,0.009590947526149196,0,0.0
5,0.033314332702957236,1,0.24056009902357423,0,0.0
3,0.03506861882626382,1,1.3705993678891915e-06,0,0.6931471805599453
1,-0.020506029541520348,1,0.233176963989693,0,0.0
5,0.03586402982756772,1,0.005578767346680502,0,0.0
3,0.04058275579773602,1,0.011054890649880744,0,0.6931471805599453
1,0.034726569474717625,1,0.00014994539013091224,0,0.0
1,-0.0459785025414045,1,0.0022993743510261178,0,0.0
3,0.08927801642106907,1,0.02173647519093369,0,0.0
1,-0.032574165345151854,1,0.00987126096080504,0,0.0
2,0.09402902573227605,1,0.002085753841189919,0,0.0
1,0.05683798590701764,1,0.001167189457033535,0,1.0986122886681098
3,0.07201375648302093,1,1.0419436544117922e-05,0,0.6931471805599453
1,-0.01169582227513585,1,1.5667063851365626e-05,0,1.0986122886681098
1,-0.002640247837640197,1,0.005496944218531752,0,0.6931471805599453
1,-0.01527590338279691,1,0.15812022697433925,0,0.6931471805599453
2,0.23830863190326057,1,0.37316399675320233,0,1.0986122886681098
3,0.07073192822615187,1,0.025432788437944498,0,0.0
1,0.08581435405251497,1,0.0,0,0.0
2,0.036283917955434314,1,0.0009259028902229849,0,0.0
3,0.02810522310159368,1,0.020742522114446937,0,0.0
1,0.046727224961703805,1,0.0,0,0.6931471805599453
3,0.06453781599575031,1,6.500734000502995e-05,1,0.6931471805599453
3,0.025346869856973188,1,0.014298848781196472,0,0.6931471805599453
1,-0.013924189208715965,1,0.0006656387063328495,0,0.0
4,0.057507736927341194,1,0.07514843297118656,0,0.6931471805599453
1,0.0007515551530566214,1,0.04804848150655583,0,0.6931471805599453
2,0.06901002483934814,1,0.003200364841301373,0,0.0
1,0.07793726572730861,1,0.013014778803202232,0,0.0
1,0.06718301421001761,1,0.0004376196349082928,0,0.0
1,0.016916611389041235,1,0.044251460664070597,0,0.0
1,-0.01719540744332099,1,0.016229227493019582,0,0.6931471805599453
1,0.08346947436822669,1,0.0005732193493291904,0,0.0
1,-0.015929664942973588,1,0.008531371139745447,0,0.0
1,0.06368033916347005,1,8.174091095769498e-06,0,0.6931471805599453
1,-0.030368559510794525,1,0.01684567636190648,0,0.0
1,-0.034094001122243,1,0.014266081849735435,0,0.0
1,-0.011860363513969832,1,0.011460084459508746,0,0.0
5,0.08498454842942926,1,0.0003278207304461267,0,1.0986122886681098
1,0.004876781916506281,1,0.07948550551143074,0,0.0
2,0.03954498910417998,1,0.06843835875812831,0,0.0
1,0.03898731728018152,1,4.4961904864804225e-06,0,0.0
1,-0.0033878881094457345,1,0.014223476060223783,0,0.6931471805599453
3,0.0705734723588787,1,0.12024296470093176,0,0.0
3,0.11508260666077108,1,6.260132850488542e-05,0,0.0
1,-0.02851732266588702,1,0.04202837341447585,0,1.0986122886681098
1,-0.012429585935582008,1,0.010448938853409917,0,0.0
3,0.0821377076764779,1,0.0006737169306867408,0,0.0
1,-0.006131187278537619,1,0.01237305224051477,0,0.0
1,0.028030587618421088,1,0.312664744719498,0,0.0
2,0.0401085500751248,1,0.04196811934789524,0,0.0
1,0.023956456702184638,1,0.0205698564186908,0,0.0
1,0.1407138540186538,1,0.003214450347815534,0,0.0
4,0.046647378310349506,1,0.01973794589742739,0,0.6931471805599453
2,0.09107613903641006,1,1.7032088837631854e-05,0,0.0
2,0.0481841918764319,1,0.006324196186927256,0,0.6931471805599453
2,0.049010139906303325,1,6.347885064927894e-05,0,0.0
1,-0.011280692657957173,1,0.0001416186727786206,0,0.0
1,-0.005836885474760478,1,0.013856578130689634,0,0.0
1,0.011927788648261686,1,0.01693745475579833,0,0.0
1,0.017627047593605703,1,0.08033207810798126,0,0.0
1,0.025843265868008235,1,4.504242153513527e-05,0,0.0
1,0.07482444619980994,1,1.449505149853092e-05,0,0.0
1,0.03371386815273431,1,0.00036309571487225245,0,0.0
1,0.06718301421001761,1,0.00262658535460103,0,0.0
1,0.16979465953713707,1,0.04843401917215229,0,0.0
1,0.2743321471425896,1,0.22261789741313442,0,0.6931471805599453
1,0.352966399517918,1,0.24064503247259217,0,0.6931471805599453
1,0.2743321471425896,1,0.040612547111312125,0,1.0986122886681098
1,0.2186557630343106,1,0.31233323832705295,0,0.0
1,0.48440935733017493,1,0.14891898383393376,0,0.0
4,0.4151153536410163,1,0.7057642428513755,0,0.6931471805599453
3,0.45108169356401523,1,0.7552559133189417,0,0.6931471805599453
1,0.42418496675672346,1,0.024311345450591992,1,1.3862943611198906
2,0.1973446524140476,1,0.0029987059855498543,1,0.0
2,0.4103867400001893,1,0.002946899297354477,0,1.3862943611198906
1,0.15040381472184083,1,0.001124472977378388,0,0.6931471805599453
1,0.19018107220168712,1,0.0054723791463184845,0,0.0
1,0.16444928246568094,1,0.012030013080117419,0,0.6931471805599453
1,0.2591980254544853,1,0.011002468096835583,1,0.0
2,0.336905852659923,1,0.802176025972713,0,0.0
1,0.0528875048210529,1,0.006233570515021047,1,0.6931471805599453
5,0.2758738490330693,1,0.050348931391847596,0,0.0
6,0.16465214338358045,1,0.04212568881623646,0,0.6931471805599453
1,0.10596919148047182,1,0.08851304925532522,0,1.3862943611198906
4,0.05344133514761191,1,0.005419844519861661,0,1.0986122886681098
1,0.2332388738510335,1,0.2889916701696986,0,0.0
2,0.1284959866561275,1,0.052074809474356165,0,1.0986122886681098
5,-0.004327837642782562,1,0.011753351097197662,0,0.6931471805599453
1,0.04662614331742058,1,0.006573897621730662,0,0.0
1,0.04405161080323757,1,0.042343341876990404,0,0.6931471805599453
1,0.004641116787623049,1,0.00528328886913243,0,0.6931471805599453
5,0.25485693718667163,1,0.031894789175392124,0,0.0
1,0.1663334042122106,1,0.14908305480718376,0,1.0986122886681098
3,0.2911063712331565,1,0.1507073851751286,0,0.0
1,0.00953456188503747,1,0.0979936337367815,0,0.0
1,-0.018919814207508233,1,0.002936007230463167,0,0.0
3,0.1277749751055404,1,0.02516792096161402,0,1.3862943611198906
5,0.026462007657513584,1,0.07544918769252484,0,1.3862943611198906
2,0.09607986161643259,1,0.05696933113078184,0,1.3862943611198906
3,0.028689036040248295,1,0.002808301593821727,0,1.3862943611198906
6,-0.0006211232766276615,1,0.002610724161326017,0,1.6094379124341003
2,0.10845091507167519,1,0.06770542050516404,0,0.6931471805599453
3,-0.008946068239882926,1,9.697716377832233e-05,0,1.3862943611198906
1,0.08135470120255166,1,0.82512164986306,0,1.0986122886681098
4,0.014655184611650322,1,0.0006588038470477509,0,0.0
8,0.018677606212357246,1,0.001467296145231889,0,0.0
3,-0.004945603253818679,1,0.0005199431670209753,0,1.0986122886681098
1,-0.009192414561172278,1,0.00011806974004713311,0,0.0
