src	trg	nij	score
105591	27301	6	1.0
105591	27384	4	1.0
1059980	250902	7	0.9999999162022556
1060466	434487	2	0.9999999952215858
1061013	281975	10	1.0
1061013	305274	3	0.999999874979704
1061013	361419	4	0.9999999959895044
1061013	464799	4	0.9999999283091504
1061013	626035	4	0.9999999997739424
1061013	924474	4	0.9999999963998888
1061013	926969	2	0.9999998246773438
1063398	905358	2	0.999999825459708
1064001	1215669	5	1.0
1064001	1552147	2	0.9999999961420852
1064001	1625822	1	0.999999958152109
1064001	191013	9	1.0
1064001	412840	1	0.999999930826686
1064001	856760	1	0.9999998556913376
1066396	1306279	3	0.999999999533606
1066396	1828575	3	0.9999999998540277
1066396	2066489	2	0.9999999522220132
1066396	2072544	3	0.9999999996762362
1066396	717590	4	0.9999999999953942
1066423	369428	6	0.9999999222985164
1066423	655157	13	0.9999999999956108
1067157	1069519	2	0.99999999994221
1067157	1348114	1	0.9999998770353848
1067157	1471119	2	0.9999999999914227
1067157	1471120	1	0.9999999692537634
1067157	3360805	1	0.9999998326407188
1067157	3854444	1	0.9999998078836698
1067157	800505	1	0.9999999146032
1067157	814517	2	0.9999999995774952
1069519	1471119	1	0.9999999446215802
1069519	3360805	1	0.9999998660144148
1069519	3854444	2	0.9999999999715612
1069519	4007020	2	0.9999999998341992
1069519	4416652	6	1.0
1069519	8050006	2	0.9999999998835432
10702	1326621	1	0.9999999816783752
10702	1610440	1	0.9999999332322388
10702	45912	5	1.0
1072524	1123004	4	0.9999999989753088
1072524	2599469	2	0.9999999947273188
1072524	2874973	2	0.9999999833833012
1072524	381115	3	0.9999999995650029
1072524	492168	5	0.9999999823849538
1072524	900001	5	0.9999999747267688
10746	14676	2	0.9999999992595374
10746	225926	1	0.9999999536316164
10746	51168	2	0.999999999872965
10746	5198404	1	0.9999999091253484
10770	16362	2	0.9999999960082394
10770	36544	4	0.9999999999999868
10770	42264	4	1.0
10770	4663	3	0.9999999999997082
10770	67311	2	0.9999999992827868
1079930	1079953	5	0.9999999999321556
1079930	1080057	9	1.0
1079930	1146166	4	0.9999999278101424
1079930	1247151	9	1.0
1079930	1266415	5	0.9999999997029246
1079930	1332277	4	0.9999999178973126
1079930	1395427	3	0.9999998619872982
1079930	1644334	4	0.9999999500133544
1079930	1864464	5	0.9999999999960832
1079930	2040072	3	0.9999999584378024
1079930	2117533	5	0.9999999965059552
1079930	401936	8	0.999999999344431
1079930	631484	4	0.9999999802221172
1079930	6780051	4	0.9999999907665016
1079930	829559	4	0.9999999519907216
1079953	1080057	4	0.9999999975026946
1079953	1146166	4	0.9999999445836036
1079953	1247151	4	0.9999999550603402
1079953	1266415	5	0.9999999997840552
1079953	1332277	6	0.9999999999861976
1079953	1395427	3	0.9999998884840842
1079953	2117533	5	0.9999999974555792
1079953	3350653	8	1.0
1079953	6780051	5	0.9999999999273268
1080051	1445303	1	0.9999999091253484
1080057	1146166	5	0.9999999996346368
1080057	1247151	7	0.9999999999999696
1080057	1266415	5	0.9999999999087462
1080057	1332277	11	1.0
1080057	1888456	3	0.9999999281637958
1080057	3350653	3	0.9999999415064528
1080057	344890	5	0.999999984335068
1080057	6780051	8	1.0
1080057	859438	6	0.999999999999946
1080270	928234	8	1.0
1084702	145643	15	0.99999998790139
1084702	2053738	13	0.9999999896137992
1084702	217255	19	0.9999999999994568
1084702	281531	12	0.9999999966738994
1084702	360863	19	0.999999894577089
10860	2097630	3	0.9999998470302304
10860	382454	5	0.999999999999974
1088273	1115045	1	0.9999998896364856
1088273	1935508	2	0.999999932815943
1088273	251698	5	1.0
1088273	3093496	2	0.9999999995336206
1088273	4055258	1	0.9999999379156614
1088273	572625	4	0.9999999999999996
1088273	5784198	2	0.9999999227743382
1088273	597711	4	0.9999999999999988
1088887	2474191	6	0.9999999999815128
1088887	268725	11	0.9999999998232938
1088887	4232036	4	0.999999999606602
1091356	164994	2	0.9999999998617648
1091356	1678269	2	0.9999999999684428
1091356	33896	4	1.0
1092322	1302431	2	0.9999999856938332
1092322	633399	3	0.9999999999919515
1092394	503126	13	0.9999999972762352
1092830	840850	3	0.9999999999999782
1092830	938976	6	1.0
1094580	1208582	2	0.9999999999999536
1094580	1984759	1	0.999999931633266
1094580	573501	1	0.9999999536316164
1094580	597711	1	0.999999874869012
109601	119945	1	0.9999998660144148
109601	44946	1	0.9999999989565314
109601	5944	1	0.9999999386796802
109601	75701	1	0.999999948879376
1097313	1102057	1	0.9999999664978224
1097313	1595366	1	0.9999999739164602
1097313	1757345	1	0.9999999804079656
1097313	2686693	1	0.9999999859722823
1097313	948339	1	0.9999999536316164
1097313	98481	1	0.9999999216422044
10997	525185	5	1.0
10997	7282	8	1.0
10997	88916	2	0.999999999493681
1100480	1489841	2	0.9999999922289246
1100480	4026520	3	0.9999999807209982
1100480	718833	2	0.9999999752344916
1101377	1901062	2	0.9999999078975972
1101377	41801	3	0.999999999915712
1102057	1595366	1	0.9999998461938088
1102057	1738189	4	1.0
1102057	702338	2	0.9999999999814864
1102057	881554	3	0.9999999999999818
1102057	98481	2	0.9999999998519437
110565	2474191	3	0.9999999473017256
110565	62406	3	0.9999999837629469
110565	6929373	4	0.9999999802109292
110565	7127030	3	0.9999999993039236
1106271	1563967	7	0.9999999609338324
1106271	1678269	2	0.9999998623530216
1106271	207470	13	0.9999999986570892
1106271	250149	10	0.999999999985442
1106271	503075	11	0.9999999447674816
1106271	638411	13	0.9999999936891748
1106707	2048251	3	0.9999999974653672
1106707	2458391	3	0.99999999760475
1106707	2763317	2	0.9999999932368524
1106707	5910987	2	0.9999999510818726
1107052	1209001	2	0.999999994694663
110724	12503	3	0.9999999999999986
110724	4240	2	0.9999999999627532
1108656	197531	3	0.999999993679324
1108656	319960	8	0.9999999997074704
1108656	368478	4	0.9999999998703496
1108656	826240	5	0.9999999999965238
1108656	924474	4	0.999999990711439
1108657	1136093	4	0.99999992524146
1109015	1175111	3	0.999999999999999
1109015	1607366	1	0.9999999739164602
1109015	2633219	3	0.9999999999999666
1109015	32845	2	0.999999998337822
1109015	559246	1	0.9999998637534898
1109015	790612	2	0.9999999999095724
1112948	2026265	2	0.999999999830928
1112948	6152772	1	0.9999998497908366
1112948	931694	3	0.9999999999953132
1112960	1828575	2	0.999999999949892
111455	20464	3	0.999999999999976
111455	20648	6	1.0
111455	688	12	1.0
111455	82892	1	0.9999999630346044
11149	1554289	4	0.9999999999999998
11149	43978	8	1.0
11149	44496	6	1.0
11149	62991	4	0.999999999999996
11149	62992	7	1.0
11149	7282	2	0.9999999925342772
1115045	1875952	1	0.999999990308886
1115045	251698	1	0.9999999681655772
1115045	572625	1	0.9999999863342528
111512	142345	2	0.9999999938338552
111512	243002	2	0.9999999991961298
111512	6702	4	1.0
111512	68402	2	0.9999999915786604
111512	996613	2	0.9999999836847884
1115365	2988479	1	0.9999999990535418
1115365	39353	2	0.9999999999992468
1115365	73018	1	0.999999825007048
1116081	1898086	5	0.9999999782945324
1116081	1969988	3	0.999999986474977
1116081	909370	2	0.999999881154243
1116199	1116200	15	1.0
1116199	275793	2	0.9999999807339884
1116199	4711771	4	0.9999999999999998
1116199	659967	2	0.9999999506978404
1116200	1673266	27	1.0
1116200	199257	15	1.0
1116200	580306	15	1.0
1116200	61848	6	0.9999999297648052
1118695	1660760	4	0.9999998656540228
1118695	1827188	5	0.9999998177517287
1119038	1277540	1	0.9999998956817272
1119038	3124256	1	0.9999998145641182
1119038	5687652	1	0.9999998521652188
1119038	656105	1	0.9999999233546693
1119038	963124	3	0.9999999999999982
1119091	1119092	5	1.0
1119091	1122676	4	0.999999999999206
1119091	89108	3	0.9999999998883622
1119091	899146	4	0.9999999999993596
1119091	921783	4	0.9999999999983498
1119092	1338658	2	0.9999999699702696
1119092	1749761	2	0.999999998816403
1119092	361419	4	0.999999999898496
1119092	870650	4	0.9999999999980492
111912	130154	2	0.999999999997839
111912	43818	3	0.9999999999998692
111912	91242	4	1.0
1120631	253491	8	0.999999999999914
1120631	323606	6	0.9999998707588932
1122676	1455893	2	0.9999999474025056
1122676	696181	3	0.9999999714693129
1122676	769839	5	0.9999999999976386
1122676	89108	4	0.9999999999951446
1122676	899146	4	0.9999999999807008
1122676	921783	5	0.999999999999812
1122676	929969	3	0.9999999753115496
1123004	1315272	8	0.9999999999930548
1123004	262220	7	0.9999999999999948
1123004	2874973	2	0.999999859184255
1123004	3405142	3	0.9999999749651758
1123004	381115	3	0.9999999925114444
1123004	492168	14	1.0
1123004	650627	5	0.9999999927077478
1123004	716379	24	1.0
1123004	716381	8	1.0
1123004	999466	5	0.9999999921401036
1125472	1933413	1	0.99999996420793
1125472	608606	2	0.9999999999997724
1125595	1125596	14	1.0
1125595	1460566	4	0.999999999635357
1125595	1895424	9	1.0
1125595	2874947	2	0.9999998105470812
1125595	3521922	12	1.0
1125595	917472	4	0.9999999990004894
1125595	921305	9	1.0
1125595	921307	9	1.0
1125595	921313	3	0.9999999912599052
1125595	921314	5	0.9999999999984016
1125595	926915	3	0.9999999035866496
1125596	1456443	3	0.9999999760609578
1125596	1460566	3	0.9999999524950702
1125596	1895424	9	1.0
1125596	2026265	2	0.9999998774872492
1125596	2213359	3	0.9999999992748406
1125596	3521922	12	1.0
1125596	917469	4	0.9999999975300518
1125596	917472	4	0.9999999991441731
1125596	921305	3	0.9999999123759212
1125596	921307	3	0.999999950902424
1125596	921313	3	0.999999992282893
1125596	932480	3	0.9999999963457388
112671	192005	2	0.9999999999889624
112671	263174	1	0.9999999996592712
112671	280851	1	0.999999998637108
112671	478911	1	0.9999999659324444
112699	2474191	5	0.9999999984486092
112699	3544221	4	0.9999998980882884
112699	5297163	6	0.999999999999998
112699	681136	3	0.9999999521570848
112699	681186	4	0.9999999384758484
112699	7127030	6	0.999999999999988
112699	7512727	6	0.9999999961942678
112758	149103	4	0.9999999629055376
112758	1565257	2	0.9999999760173884
112758	1854177	4	0.9999999999934148
112758	230621	3	0.9999999999956064
112758	292657	3	0.9999999240141474
112758	3461	4	0.9999999974674784
112758	380859	4	0.9999998959954608
1128242	237325	13	1.0
112933	11546	4	0.9999999999318598
112933	19789	3	0.9999999325969796
112933	242724	3	0.9999999845919963
112933	43876	5	0.99999999999996
112933	51564	7	1.0
112933	53440	3	0.9999999800243556
112933	618504	4	0.999999940568254
112933	69422	11	1.0
112933	71769	3	0.9999999997702576
112933	73973	3	0.99999993665262
112933	85741	4	0.999999999935672
1131684	401936	7	0.9999999999999292
1131684	717585	2	0.9999999887781452
1131686	1438862	6	0.9999999995303624
1131686	146803	8	0.999999999999242
1131686	2153789	5	0.9999999999921358
1131686	2216656	6	0.9999999999696824
1131686	256245	4	0.9999998926640412
1131686	3544221	5	0.9999999988611198
1131686	384104	9	0.999999999999174
1131686	516519	6	0.9999999933593814
1131686	655157	9	0.9999999831305012
1131686	730915	6	0.9999999998095502
1131686	798540	10	1.0
1131686	806786	5	0.9999998626924518
1131686	965695	4	0.9999999978616272
1135929	7380580	1	0.999999999914817
1136093	1428231	3	0.9999999999995908
1136093	1747674	3	0.999999929094286
1136093	1754970	3	0.9999999999992022
1136093	1990301	2	0.9999999812949232
1136093	439912	2	0.999999995241904
1136505	1197607	6	0.9999998307346052
1136505	1765450	8	0.9999999999999998
1136505	250902	8	0.9999999739835316
1136505	281856	15	1.0
1136505	302019	8	0.9999999932249612
1136505	660740	9	0.9999998831950512
1136726	1291296	4	0.9999999997775694
1136726	2803507	4	0.999999999999842
1136726	360695	2	0.9999998016918192
1136726	917491	7	0.999999999999939
1136726	917503	3	0.99999997742282
1136726	924991	3	0.9999999700443843
1136857	138231	2	0.9999999707930662
1136857	180280	3	0.999999992009701
1136857	221990	3	0.9999999987064956
1136857	286051	6	0.9999999999975308
1136857	413611	3	0.9999999202410348
1136857	4436754	3	0.9999999951256944
1136857	4759127	19	1.0
1136857	490217	8	0.9999999999999952
1136857	5185356	4	0.9999999999998216
1136857	574093	6	0.9999999984102252
1136857	680430	2	0.9999998600532238
1139301	779992	1	0.999999958778975
1139301	812002	8	1.0
1139719	626035	4	0.9999999999999842
1139719	729839	3	0.9999999999889628
1139719	73041	1	0.999999990308886
1139724	492341	3	0.9999999783951796
114390	1775431	5	0.9999999253422636
114390	345919	49	1.0
114390	361658	33	1.0
114390	369428	22	1.0
114390	371809	7	0.9999999981394648
114390	574093	20	0.9999999999999994
114390	589703	8	0.999999999999954
114390	604262	13	0.9999999999999968
11446013	516009	1	0.9999999146032
11446013	634178	1	0.999999982501662
1146166	1266415	10	1.0
1146166	1332277	8	0.9999999999998715
1146166	1777175	3	0.9999999958730248
1146166	344890	13	1.0
1146166	3544221	5	0.999999999105534
1146166	413611	4	0.9999999930619572
1146166	503173	7	0.9999999999987992
1146166	554116	3	0.9999999744506092
1146166	631484	4	0.9999998371125832
1146166	6780051	5	0.999999998730414
1146166	720217	4	0.99999996071746
1146166	829559	5	0.9999999908948968
1146166	859438	7	0.9999999999999574
1146641	281969	2	0.999999828786406
1146641	695580	2	0.9999998781914446
1147748	1387838	4	1.0
1147748	288072	2	0.9999999999999816
1147748	7380580	5	1.0
1148541	1400400	8	1.0
1148541	243671	4	0.9999999951180896
1148541	364768	6	0.9999999819000602
114901	128930	1	0.999999931633266
114901	42852	2	0.9999999999915724
114901	525185	2	0.9999999998150916
114901	69422	2	0.9999999992827868
114901	83646	1	0.9999998844687644
1150189	2044071	8	1.0
1154037	1607604	7	0.9999999194604264
1154037	1700857	8	0.9999999999991828
1154037	1711210	5	0.9999998038958978
1154037	381110	6	0.99999999968964
1154037	650627	11	1.0
1154037	668530	9	0.9999999999996582
1154037	878867	6	0.9999999996711216
11546	22963	2	0.9999999517965568
11546	43876	8	1.0
11546	51564	20	1.0
11546	69422	5	0.9999999999999996
11546	71769	6	1.0
11546	85741	21	1.0
1154942	1300659	2	0.999999999810392
1154942	1461793	1	0.9999999127961634
1154942	156887	2	0.9999999999349491
1154942	40130	2	0.9999999997907976
1154942	53976	1	0.999999803818682
1154942	95919	4	0.9999999999999998
1156815	1428231	1	0.9999998211264
1156947	618504	4	0.9999999718321118
1157671	924804	3	0.9999999999993612
1157743	1189124	2	0.9999999965747496
1157743	1195278	2	0.999999985987466
1157743	1210730	2	0.9999999978423576
1157743	1302431	2	0.9999999844336938
1157743	1321129	2	0.999999966375809
1157743	1450189	2	0.9999999996724084
1157743	1611980	5	0.9999999999770766
1157743	1619434	2	0.9999999780990406
1157743	629080	2	0.99999999914869
1158138	127686	2	0.9999999841640738
1160014	65629	5	0.9999999776399594
1161413	1214437	1	0.9999998603266462
1161413	372881	4	0.9999999999999942
1162040	1984759	2	0.999999999749082
1162040	2002626	1	0.9999999795373732
1162040	3286294	1	0.9999999795373732
