src	trg	nij	score	sdev_cij
251799	1001887	3	0.9484850857277068	
251799	6298973	1	0.9949501022003128	
252162	405691	1	0.9185938945420906	
252162	468181	1	0.9474178403755869	
252162	537021	4	0.9792437075032804	
252162	1521273	1	0.9932724651609804	
252162	6298973	2	0.9985545651650204	
256131	272366	6	0.987522085907943	
256131	278379	1	0.98060222626757	
256131	309935	3	0.998494384052516	
256131	365625	1	0.9148850226492398	
256131	537021	4	0.9677565209656736	
256131	692229	4	0.9924945210003302	
256131	1297439	2	0.845016193375311	
256131	1589669	1	0.9400742494665146	
256131	2800299	2	0.986530575593403	
256131	2986742	1	0.9732413629065826	
256131	4239619	1	0.98950807877934	
256131	5558620	5	0.986530575593403	
257293	464765	2	0.98950807877934	
257293	537044	1	0.9703123144519652	
257293	568481	1	0.947189297030865	
257293	930327	1	0.9732413629065826	
257293	3320772	1	0.9540690142503828	
257747	1069076	9	0.7952878023269444	
257747	1252133	18	0.782257450912818	
257957	257958	11	0.9307973668829194	
257957	257976	2	0.8372273280921271	
257957	272991	10	0.8986507072594038	
257957	277227	4	0.7970080552359033	
257957	373253	3	0.8832075364621759	
257957	396235	9	0.8355674380012906	
257957	537021	3	0.8792881312738032	
257957	751352	4	0.9070716358725324	
257957	2800299	2	0.9609106085003914	
257957	3652537	1	0.9609106085003914	
257957	13256076	1	0.9524306832389496	
257958	257976	3	0.8665066746662666	
257958	272991	12	0.8977784238080146	
257958	275907	6	0.7917604074800669	
257958	316075	6	0.8351191052245925	
257958	396235	14	0.86962645782861	
257958	751352	5	0.9098485197292692	
257958	771237	5	0.8593705349388409	
257976	308262	3	0.8791905768649955	
257976	361945	1	0.9190377052972472	
257976	751352	2	0.8992673992673993	
257976	771237	5	0.9342504080205176	
257976	1736469	1	0.8906107566089335	
257976	1883733	1	0.903625516291877	
257976	2950045	2	0.9025341130604289	
258050	273097	7	0.9134574989497268	
258050	308262	5	0.9053743683968764	
258050	361945	4	0.973204696053546	
258050	387851	4	0.7983531985950366	
258050	494585	2	0.8506497127879092	
258050	558507	1	0.9310706024411888	
258050	899263	2	0.8296300380437779	
258050	1589669	1	0.880353019506736	
258050	1883733	1	0.8776133759583559	
258050	1978034	4	0.9777470675224148	
258050	2515504	6	0.9659301570688382	
258050	7203000	2	0.9559838789298792	
262995	316085	3	0.8893190617171487	
262995	558507	2	0.9513113018934494	
262995	865894	3	0.9356042930471302	
262995	914234	5	0.9870658682634732	
262995	1191739	1	0.9248259860788864	
262995	1599156	3	0.911520737327189	
262995	3372262	2	0.8293274531422271	
264031	1444690	3	0.9980732177263968	
264031	3175199	3	0.999638445314854	
271486	278379	1	0.9638408048527888	
271486	606202	6	0.8847673906766946	
271486	692574	2	0.8302102723198896	
271486	692592	14	0.9231487288389932	
271486	762783	3	0.8195975215221802	
271486	762839	4	0.8972178350139716	
271486	906023	2	0.9929432608140776	
271486	930327	1	0.8801665769568544	
271486	1215329	4	0.9132841328413284	
271486	1285803	2	0.8385506122222838	
271486	1703828	4	0.846967314622845	
271486	1926904	4	0.9700052687429966	
271486	2126791	4	0.9145811997865252	
271486	2780728	1	0.9887330696392184	
271486	3094897	1	0.8776664969161998	
271486	3117107	2	0.932926562886808	
272366	277227	5	0.9403578528827038	
272366	278379	1	0.98060222626757	
272366	537021	1	0.8769761588280213	
272366	667866	1	0.9052649710053396	
272366	692229	4	0.9924945210003302	
272366	855152	1	0.9344195400623744	
272366	1001887	3	0.9538772546171812	
272366	1589669	4	0.9846741576393716	
272366	2800299	1	0.9732413629065826	
272366	3652537	1	0.986530575593403	
272366	4199789	2	0.9902538497293568	
272366	4239619	1	0.98950807877934	
272366	5412812	1	0.9954899425719356	
272366	5514818	2	0.9924945210003302	
272366	9829798	1	0.9954899425719356	
272366	13256076	2	0.9917470702099244	
272366	14431223	1	0.9910001799964	
272410	287559	2	0.9283913848835942	
272410	489717	2	0.8820193255208887	
272410	489732	2	0.8291005801375243	
272410	1392712	1	0.9085523667107608	
272410	1599156	1	0.9027522935779816	
272410	1923647	1	0.9873038687267937	
272410	2425531	2	0.926166705363362	
272410	3706714	1	0.9013077793534156	
272410	12736460	2	0.9246864351482637	
272991	373253	4	0.8582928502428986	
272991	396235	11	0.7854560928963085	
272991	444513	1	0.9098430238413836	
272991	568481	4	0.8489354441047213	
272991	751352	6	0.8988689034276232	
273097	308262	4	0.7810218978102189	
273097	361945	4	0.9476178598154154	
273097	464765	2	0.8979095770539621	
273097	568464	12	0.6878512753999135	
273097	899263	7	0.899888765294772	
273097	1978034	7	0.9748518572047984	
273097	2515504	5	0.920881716197599	
273097	2950045	3	0.8397737983034873	
273097	3088584	1	0.9697275479313824	
